goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team
0.09,0.19,0.0,5.28,60.64,0.56,40.0,1.39,0.19,77.46,5.84,57.8,90,2.32,0.93,1.11,1.48,0,0,0,0.83,0.19,0,0,0,0,8.16,0.19,22.62,1.2,0.83,20.45,3.15,79.07,0.28,0.19,0.83,0.0,2.04,0.37,0.74,4.55,0.0,0.28,,0.0,0.0,0.0,Francisco Chaverra,Deportivo La Equidad
0.0,0.36,0.0,4.89,59.13,0.29,40.0,0.43,0.07,89.52,5.18,57.6,90,1.08,1.08,0.72,1.22,0,0,0,1.01,0.07,0,0,0,0,4.75,0.07,37.48,0.58,0.0,0.0,2.37,75.0,1.37,0.5,1.29,0.0,0.43,0.07,0.14,0.0,0.07,0.0,,0.0,0.0,0.0,Victor Mejia,Atlético Bucaramanga
0.46,0.46,0.0,4.43,65.91,0.0,0.0,0.76,0.46,82.3,4.43,63.04,90,2.29,0.61,0.76,3.36,0,0,0,0.92,0.15,0,0,0,0,15.13,0.61,38.35,3.21,1.22,57.14,1.53,43.48,1.07,0.31,0.46,0.0,1.99,0.61,0.76,23.08,0.15,0.15,,0.0,0.0,0.15,Luis Sánchez,América de Cali
0.0,0.53,0.0,8.76,63.46,0.0,0.0,3.19,0.0,82.27,8.76,62.26,90,4.51,1.86,3.45,2.12,0,0,0,0.53,0.0,0,0,0,0,13.27,0.0,30.8,2.92,1.06,30.77,1.59,60.0,0.0,0.0,0.0,0.0,3.19,1.33,1.06,0.0,0.0,0.53,,0.0,0.0,0.0,Eduardo Sosa,Deportes Tolima
0.0,0.26,0.0,2.94,39.82,0.91,32.56,0.52,0.52,72.12,3.85,37.82,90,0.91,1.96,0.98,1.37,0,0,0,1.11,0.07,0,0,0,0,5.62,0.59,14.7,2.16,1.83,26.42,0.85,48.15,0.26,0.39,0.65,0.2,1.57,0.39,0.33,0.0,0.13,0.65,,0.0,0.0,0.0,Edwin Torres,Alianza Petrolera
0.05,0.49,0.0,4.37,47.93,1.03,59.38,0.7,0.27,84.02,5.4,49.75,90,1.13,2.16,0.92,1.29,0,0,0,0.81,0.11,0,0,0,0,8.36,0.16,30.65,1.08,0.16,13.04,3.35,63.92,0.92,0.59,1.4,0.0,1.29,0.49,0.32,4.17,0.0,0.0,,0.0,0.0,0.0,Ruben Manjarres,Alianza Petrolera
0.0,0.24,0.0,7.72,64.0,0.0,0.0,1.21,0.24,90.17,7.72,59.26,90,3.38,0.97,1.93,1.93,0,0,0,0.97,0.0,0,0,0,0,11.1,0.24,50.91,1.21,0.0,0.0,2.41,71.43,0.97,0.48,0.72,0.0,1.93,0.72,0.72,0.0,0.0,0.0,,0.0,0.0,0.0,Leider Berdugo,Junior Barranquilla
0.0,0.0,0.0,5.29,100.0,0.0,0.0,0.0,0.0,88.46,5.29,100.0,90,0.0,0.0,0.0,10.59,0,0,0,0.0,0.0,0,0,0,0,37.06,0.0,121.76,5.29,0.0,0.0,10.59,66.67,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Gustavo Carvajal,América de Cali
0.29,0.19,0.0,4.35,47.87,0.68,63.64,1.64,0.1,75.47,5.02,49.52,90,1.06,1.83,1.35,1.83,0,0,0,0.77,0.1,0,0,0,0,6.86,0.1,19.31,2.03,1.06,28.95,1.35,66.67,0.39,0.29,0.58,0.0,2.9,0.97,0.77,10.0,0.0,0.29,,0.0,0.0,0.0,Sebastián Acosta,Alianza Petrolera
0.1,0.1,0.0,4.31,46.24,0.6,50.0,0.7,0.4,81.51,4.92,46.67,90,2.71,1.1,2.21,1.81,0,0,0,1.1,0.2,0,0,0,0,12.74,0.4,33.61,2.41,1.81,26.47,2.31,47.92,0.7,0.3,0.8,0.0,1.51,0.8,0.3,6.67,0.0,0.1,,0.0,0.0,0.0,Johan Bocanegra,Deportivo Pereira
0.34,0.11,0.0,3.08,49.09,0.11,100.0,0.8,0.23,80.06,3.2,50.0,90,1.94,1.03,0.91,1.83,0,0,0,0.69,0.0,0,0,0,0,11.76,0.11,32.09,2.63,0.57,19.23,3.08,69.23,0.34,0.34,0.46,0.11,2.28,0.8,0.46,15.0,0.23,0.23,,0.0,0.0,0.0,Jarlan Barrera,Atlético Nacional
0.0,0.17,0.0,5.1,52.35,0.97,53.13,1.66,0.29,74.32,6.08,52.48,90,2.58,1.26,1.78,1.09,0,0,0,1.26,0.4,0,0,0,0,6.71,0.23,15.59,1.26,1.15,25.64,0.57,50.0,0.46,0.06,0.23,0.17,2.24,0.63,0.46,0.0,0.06,0.69,,0.0,0.0,0.0,Faber Andrés Gil,Atlético Huila
0.0,0.18,0.0,2.2,57.14,0.73,60.0,0.12,0.06,83.29,2.93,57.83,90,0.61,0.55,0.24,1.16,0,0,0,1.4,0.37,0,0,0,0,11.17,0.0,35.29,2.44,0.43,31.82,2.32,58.46,0.61,0.31,0.73,0.0,0.98,0.31,0.18,0.0,0.0,0.0,,0.0,0.0,0.0,Sebastián Hernández,Atlético Huila
0.08,0.08,0.0,2.46,58.72,0.65,44.74,0.58,0.0,80.46,3.12,55.1,90,0.92,0.5,0.42,1.0,0,0,0,0.69,0.23,0,0,0,0,6.04,0.04,25.81,0.42,0.04,12.5,2.15,56.0,1.27,1.42,0.69,0.04,1.0,0.15,0.23,7.69,0.04,0.0,,0.0,0.0,0.0,Frank Lozano,Boyacá Chicó FC
0.1,0.1,0.0,3.04,48.44,0.98,47.62,0.59,0.1,84.57,4.02,48.24,90,1.08,0.69,1.47,1.67,0,0,0,0.69,0.1,0,0,0,0,11.67,0.1,45.69,1.27,0.0,0.0,4.12,70.0,2.55,0.78,0.49,0.0,1.08,0.29,0.49,9.09,0.0,0.1,,0.0,0.0,0.1,Juan Pereira,Millonarios
0.0,0.0,0.19,4.83,58.14,0.58,20.0,1.35,0.19,78.98,5.41,48.28,90,1.35,1.35,1.16,1.74,0,0,0,0.39,0.0,0,0,0,0,7.73,0.39,23.95,1.74,0.58,23.08,0.39,22.22,0.97,0.19,0.39,0.0,2.12,0.58,0.58,0.0,0.0,0.0,,0.0,0.0,0.0,Daniel Arcila,Envigado FC
0.0,0.0,0.0,5.17,62.5,0.52,20.0,0.52,0.0,78.26,5.69,52.38,90,2.59,1.03,2.07,1.55,0,0,0,1.03,0.52,0,0,0,0,8.79,0.0,27.93,1.55,3.1,42.86,2.59,83.33,0.0,1.03,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Carlos Mario Rodríguez,Unión Magdalena
0.12,0.23,0.0,4.91,57.53,0.47,30.77,1.05,0.0,88.24,5.38,53.49,90,1.4,1.05,1.4,1.29,0,0,0,0.82,0.12,0,0,0,0,6.43,0.0,28.05,1.29,0.0,0.0,1.99,77.27,0.82,0.23,0.58,0.0,1.17,0.35,0.35,10.0,0.0,0.0,,0.0,0.0,0.0,Alejandro García,Once Caldas
0.0,0.34,0.0,5.11,65.93,0.77,47.37,0.34,0.0,80.65,5.88,62.73,90,1.36,1.7,0.09,1.36,0,0,0,1.02,0.09,0,0,0,0,5.11,0.0,29.46,0.09,0.0,0.0,1.36,40.0,1.19,1.28,0.68,0.09,1.02,0.43,0.17,0.0,0.0,0.0,,0.0,0.0,0.0,Edwin Castro,Deportivo Cali
0.19,0.29,0.1,3.11,40.51,0.19,22.22,1.46,0.19,84.1,3.3,38.64,90,1.17,1.07,1.94,1.56,0,0,0,0.39,0.19,0,0,0,0,12.93,0.29,37.52,1.75,0.68,19.44,1.56,69.57,0.29,0.19,0.78,0.1,3.11,1.07,1.07,6.25,0.19,0.58,,0.0,0.0,0.0,Luis Daniel González,Junior Barranquilla
0.0,0.43,0.0,2.29,44.58,1.3,72.41,0.19,0.0,86.47,3.59,51.79,90,0.25,1.49,0.56,1.24,0,0,0,1.11,0.25,0,0,0,0,9.9,0.12,49.83,0.56,0.12,33.33,6.81,68.75,0.87,0.8,0.68,0.0,0.43,0.12,0.06,0.0,0.0,0.0,,0.0,0.0,0.0,Jaime Alvarado,Independiente Medellín
0.07,0.21,0.07,2.26,37.93,0.48,43.75,0.55,0.07,80.61,2.74,38.83,90,0.68,0.89,1.16,1.03,0,0,0,0.55,0.21,0,0,0,0,13.83,0.27,36.41,1.37,0.75,40.74,3.22,66.2,0.68,0.62,1.16,0.07,1.3,0.21,0.55,5.26,0.0,0.0,,0.0,0.0,0.0,Pablo Lima,Deportivo La Equidad
0.46,0.0,0.0,4.02,50.98,0.31,40.0,1.31,0.08,72.0,4.33,50.0,90,1.47,0.85,1.55,1.55,0,0,0,0.93,0.15,0,0,0,0,6.26,0.0,13.92,0.77,0.62,25.81,0.7,45.0,0.7,0.0,0.23,0.0,2.24,0.77,0.7,20.69,0.08,0.39,,0.0,0.0,0.0,Andrés Sarmiento,América de Cali
