goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team
0,0.0,0.0,0.45,100.0,0.36,80.0,0.09,0.0,76.92,0.82,90.0,90,0.18,0.0,0.0,1.0,4.55,2.64,1.73,0.91,0.09,0.36,0.09,0.64,0.09,0.09,0.0,18.18,0.0,0.0,0,3.55,39.8,0,1.27,0.0,0,0.0,0.0,0,0,0,0,,0.0,0.0,0,Jhon Figueroa,Jaguares de Córdoba
0,0.29,0.0,0.39,100.0,0.49,100.0,0.05,0.0,54.15,0.88,100.0,90,0.29,0.0,0.0,1.02,3.8,2.15,1.56,0.73,0.0,0.68,0.24,0.49,0.24,2.15,0.0,16.24,0.05,0.0,0,6.73,33.58,0,0.98,0.0,0,0.0,0.0,0,0,0,0,,0.05,0.0,0,James Aguirre,Once Caldas
0,0.04,0.0,0.17,57.14,0.29,87.5,0.04,0.0,61.57,0.46,73.33,90,0.13,0.0,0.13,1.0,3.08,1.58,1.46,0.42,0.04,0.54,0.0,0.54,0.0,0.96,0.0,12.75,0.08,0.0,0,4.88,38.61,0,0.92,0.0,0,0.0,0.0,0,0,0,0,,0.0,0.0,0,Andrés Mosquera,Independiente Santa Fe
0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,40.0,1.0,100.0,90,0.0,0.0,0.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0,4.0,26.67,0,2.0,0.0,0,0.0,0.0,0,0,0,0,,0.0,0.0,0,Hector Arango,Rionegro Águilas Doradas
0,0.04,0.0,0.08,100.0,0.42,100.0,0.0,0.0,57.12,0.5,100.0,90,0.08,0.0,0.0,1.0,2.96,1.58,1.38,0.5,0.0,0.17,0.17,0.54,0.17,0.92,0.0,12.71,0.0,0.0,0,4.79,33.82,0,1.13,0.0,0,0.0,0.0,0,0,0,0,,0.0,0.04,0,Aldair Quintana,Atlético Bucaramanga
0,0.25,0.0,0.13,100.0,0.0,0.0,0.0,0.13,61.27,0.13,100.0,90,0.0,0.0,0.0,1.0,3.88,2.25,1.5,1.0,0.13,0.38,0.0,0.0,0.0,0.75,0.13,13.25,0.13,0.0,0,4.0,32.99,0,0.25,0.0,0,0.0,0.0,0,0,0,0,,0.0,0.0,0,Geovanni Banguera,Jaguares de Córdoba
0,0.11,0.0,0.43,88.89,0.27,83.33,0.0,0.0,66.67,0.69,86.67,90,0.32,0.05,0.0,1.01,3.53,2.3,1.18,1.12,0.16,0.59,0.43,0.48,0.43,0.96,0.0,16.66,0.0,0.0,0,4.7,36.21,0,0.8,0.05,0,0.0,0.0,0,0,0,0,,0.0,0.05,0,Juan Valencia,Patriotas Boyacá
0,0.14,0.0,0.14,75.0,0.14,100.0,0.0,0.0,65.91,0.29,85.71,90,0.1,0.0,0.0,1.0,3.24,1.81,1.43,0.86,0.1,0.71,0.29,0.43,0.29,0.67,0.0,16.67,0.05,0.0,0,3.95,32.3,0,0.81,0.05,0,0.0,0.0,0,0,0,0,,0.0,0.0,0,Santiago Mele,Junior Barranquilla
0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,62.5,0.5,50.0,90,0.0,0.0,0.0,1.0,4.5,2.5,2.0,1.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,15.0,0.0,0.0,0,7.5,46.88,0,0.5,0.5,0,0.0,0.0,0,0,0,0,,0.0,0.0,0,Jaime Mora,Alianza Valledupar FC
0,0.0,0.0,0.15,100.0,0.22,100.0,0.07,0.0,71.03,0.37,100.0,90,0.07,0.0,0.0,1.04,2.67,1.33,1.33,0.67,0.15,0.81,0.15,0.15,0.15,1.56,0.07,20.52,0.15,0.0,0,6.22,43.98,0,0.67,0.0,0,0.0,0.0,0,0,0,0,,0.0,0.07,0,Neto Volpi,Deportes Tolima
