goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team
0.41,0.41,0.0,3.72,39.13,2.61,50.0,0.41,0.14,57.89,6.33,42.99,90,3.03,3.17,1.24,2.2,0,0,0,1.38,0.28,0,0,0,0,3.17,0.14,9.08,0.96,0.0,0.0,0.14,50.0,0.28,0.41,0.55,0.28,2.48,1.51,0.28,16.67,0.0,0.28,,0,0,0,Brayan Léon Muñiz,Deportivo Pereira
0.37,0.12,0.0,1.06,35.42,2.05,33.67,0.37,0.12,78.79,3.11,34.25,90,0.56,0.93,0.44,1.37,0,0,0,1.06,0.12,0,0,0,0,4.42,0.12,14.55,0.81,0.06,100.0,0.56,60.0,0.19,0.31,0.37,0.12,1.31,0.62,0.25,28.57,0.0,0.37,,0,0,0,Jesus Hernandez,Envigado FC
0.0,0.0,0.0,3.43,58.06,1.72,47.37,0.76,0.0,72.5,5.15,54.0,90,1.53,0.57,0.95,1.33,0,0,0,1.53,0.0,0,0,0,0,4.19,0.0,11.06,0.57,0.0,0.0,0.38,100.0,0.57,0.76,0.19,0.19,1.72,0.19,0.19,0.0,0.0,0.38,,0,0,0,Carlos Gonzalez,Deportivo Cali
0.53,0.11,0.0,3.27,45.59,1.48,40.0,1.37,0.0,72.68,4.75,43.69,90,1.16,0.85,2.22,1.9,0,0,0,0.63,0.11,0,0,0,0,5.92,0.21,15.74,0.53,0.0,0.0,0.74,58.33,0.0,0.74,0.53,0.63,3.06,1.37,0.74,17.24,0.21,0.74,,0,0,0,Juan Fernando Caicedo,Deportes Tolima
0.41,0.0,0.0,2.06,41.67,0.48,25.0,0.34,0.0,75.8,2.54,37.0,90,1.3,0.62,1.44,1.37,0,0,0,0.89,0.07,0,0,0,0,3.98,0.07,11.39,0.27,0.07,14.29,0.27,33.33,0.21,0.62,0.41,0.27,3.16,1.23,0.96,13.04,0.07,0.96,,0,0,0,Darwin Lopez,Patriotas Boyacá
0.0,0.25,0.0,5.86,44.23,1.78,58.33,1.02,0.0,74.26,7.65,46.88,90,1.78,2.04,2.8,3.06,0,0,0,0.76,0.25,0,0,0,0,9.94,0.0,25.75,2.8,2.55,27.03,2.55,47.62,0.0,0.0,1.02,0.0,4.33,1.27,2.04,0.0,0.25,0.0,,0,0,0,Alejandro Barbaro,Once Caldas
0.16,0.32,0.0,4.3,47.37,3.66,56.1,1.12,0.0,67.39,7.96,51.02,90,2.55,1.43,1.75,2.07,0,0,0,1.27,0.0,0,0,0,0,6.21,0.16,14.81,0.8,0.0,0.0,0.64,40.0,0.32,0.64,0.32,0.0,2.23,0.32,0.16,7.14,0.16,0.8,,0,0,0,Ethan González,Unión Magdalena
0.17,0.67,0.0,4.35,37.14,0.33,25.0,0.67,0.17,79.9,4.68,35.9,90,1.84,2.17,1.84,2.01,0,0,0,0.84,0.0,0,0,0,0,11.21,0.17,25.93,2.51,0.84,20.0,1.34,66.67,0.67,0.0,1.0,0.17,2.68,0.67,0.67,6.25,0.33,0.5,,0,0,0,Richard Celis,Millonarios
0.35,0.17,0.0,3.29,47.5,0.17,12.5,1.04,0.0,75.56,3.46,41.67,90,1.73,0.69,1.73,1.38,0,0,0,0.87,0.69,0,0,0,0,4.67,0.0,11.77,0.35,0.0,0.0,0.17,100.0,0.17,0.0,0.35,0.35,3.12,1.21,1.21,11.11,0.0,1.04,,0,0,0,Jhonatan Agudelo,Rionegro Águilas Doradas
0.39,0.08,0.08,2.94,66.67,1.39,31.58,0.23,0.15,67.57,4.33,49.12,90,2.09,0.62,0.39,1.7,0,0,0,0.23,0.08,0,0,0,0,3.09,0.15,9.66,0.7,0.0,0.0,0.54,46.67,0.23,1.86,0.39,0.31,1.93,0.77,0.31,20.0,0.08,0.15,,0,0,0,Michael Rangel,Deportes Tolima
0.17,0.26,0.0,1.48,23.61,2.26,66.67,0.35,0.09,63.64,3.74,38.74,90,0.87,2.26,1.22,1.39,0,0,0,1.31,0.09,0,0,0,0,3.83,0.09,10.36,0.96,0.26,37.5,0.09,14.29,0.09,0.96,0.26,0.09,1.91,0.7,0.26,9.09,0.0,0.44,,0,0,0,Edward Bolaños,Patriotas Boyacá
