goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team
0.13,0.39,0.0,4.11,56.29,0.22,21.74,1.01,0.39,81.13,4.33,52.11,90,1.92,0.61,1.36,1.05,0,0,0,1.05,0.17,0,0,0,0,12.94,0.44,44.56,2.67,1.31,32.97,3.32,64.41,0.35,0.04,0.57,0.04,1.84,0.83,0.57,7.14,0.09,0.04,,0.0,0.0,0.0,Sherman Cárdenas,Atlético Bucaramanga
0.21,0.05,0.0,2.94,51.82,0.36,23.33,0.88,0.31,80.66,3.3,45.71,90,1.18,0.62,1.03,1.03,0,0,0,1.08,0.26,0,0,0,0,15.82,0.26,37.61,3.61,1.75,34.69,2.83,61.8,0.46,0.26,0.36,0.0,1.8,0.36,0.41,11.43,0.0,0.26,,0.0,0.0,0.05,Christian Marrugo,Rionegro Águilas Doradas
0.21,0.0,0.0,7.62,69.23,0.0,0.0,4.02,0.0,80.65,7.62,64.29,90,2.96,0.42,1.27,1.27,0,0,0,1.48,0.0,0,0,0,0,14.61,0.21,26.47,1.69,1.48,30.43,1.27,50.0,0.21,0.21,0.42,0.0,1.91,0.64,0.64,11.11,0.0,0.21,,0.0,0.0,0.0,Déinner Quiñones,América de Cali
0.19,0.09,0.0,4.7,52.6,0.14,37.5,1.26,0.09,77.58,4.84,52.0,90,2.47,0.51,1.4,1.12,0,0,0,0.65,0.05,0,0,0,0,15.74,0.28,35.29,2.56,1.49,21.92,1.82,48.75,0.19,0.0,0.79,0.09,2.23,1.16,0.37,8.33,0.09,0.09,,0.0,0.0,0.0,Daniel Ruiz,Millonarios
0.04,0.22,0.0,3.82,52.76,1.78,50.63,1.07,0.0,79.89,5.6,52.07,90,0.84,1.2,0.53,1.07,0,0,0,0.58,0.13,0,0,0,0,10.45,0.04,33.57,1.42,1.02,37.7,3.82,63.24,1.16,0.93,0.89,0.0,2.18,0.53,0.36,2.04,0.04,0.18,,0.0,0.0,0.0,Jaen Pineda,Independiente Medellín
0.26,0.0,0.0,3.22,50.0,0.26,30.0,1.39,0.52,82.82,3.48,47.62,90,0.7,0.52,1.65,1.65,0,0,0,0.43,0.17,0,0,0,0,11.74,0.43,34.78,2.26,1.13,24.53,3.65,68.85,0.7,0.43,1.13,0.0,2.35,0.78,0.26,11.11,0.09,0.17,,0.0,0.0,0.0,Yohandry Orozco,Deportes Tolima
0.04,0.13,0.0,3.52,50.62,1.07,58.14,0.6,0.09,90.74,4.59,52.2,90,0.64,1.24,0.73,1.03,0,0,0,0.6,0.04,0,0,0,0,10.47,0.09,56.35,0.77,0.09,33.33,4.94,83.33,0.9,0.56,1.07,0.09,1.2,0.34,0.17,3.57,0.09,0.04,,0.0,0.0,0.0,Larry Vásquez,Millonarios
0.35,0.52,0.06,3.81,53.66,0.35,30.0,1.5,0.12,77.28,4.16,50.35,90,1.21,0.81,0.75,1.33,0,0,0,0.64,0.23,0,0,0,0,9.53,0.17,21.99,1.62,0.87,16.3,2.6,60.0,0.29,0.35,0.52,0.12,4.79,1.56,1.73,7.23,0.0,0.23,,0.0,0.0,0.0,Dorlan Pabón,Atlético Nacional
0.23,0.28,0.0,4.75,62.8,0.74,53.33,0.6,0.09,86.91,5.49,61.34,90,2.44,0.97,0.97,1.15,0,0,0,1.11,0.09,0,0,0,0,7.65,0.09,36.75,0.97,0.18,28.57,2.95,66.67,0.78,0.65,0.51,0.0,1.89,0.6,0.32,12.2,0.0,0.14,,0.0,0.0,0.0,Diego Moreno,Envigado FC
0.19,0.0,0.0,7.12,64.0,0.44,38.89,1.78,0.19,81.11,7.56,61.66,90,4.32,0.64,1.72,1.14,0,0,0,1.08,0.25,0,0,0,0,9.47,0.25,31.65,1.4,0.64,25.64,3.11,71.01,0.44,0.25,0.25,0.06,1.08,0.57,0.13,17.65,0.0,0.19,,0.0,0.0,0.0,Jhonier Viveros,Jaguares de Córdoba
0.17,0.06,0.0,3.47,53.91,0.73,52.0,0.56,0.22,81.37,4.2,53.57,90,2.41,0.22,1.23,1.18,0,0,0,0.67,0.11,0,0,0,0,10.63,0.17,29.83,2.57,1.18,26.58,1.12,64.52,0.28,0.0,0.5,0.06,1.46,0.45,0.5,11.54,0.0,0.22,,0.0,0.0,0.0,Vladimir Hernández,Independiente Medellín
