goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team
0.78,0.08,0.0,3.45,52.38,1.41,66.67,0.94,0.16,65.08,4.86,55.86,90,1.57,1.02,0.86,1.1,0,0,0,0.86,0.08,0,0,0,0,5.41,0.31,12.87,1.18,0.16,28.57,0.94,48.0,0.16,1.18,0.31,0.24,4.32,1.65,1.02,18.18,0.08,0.71,,0,0.0,0,Leonardo Castro,Millonarios
0.28,0.23,0.0,4.67,58.45,1.13,31.75,1.18,0.06,76.35,5.8,50.24,90,1.63,1.46,1.18,1.01,0,0,0,0.96,0.06,0,0,0,0,9.79,0.17,23.08,1.74,0.17,27.27,0.9,51.61,0.34,0.45,0.17,0.06,2.08,1.01,0.56,13.51,0.0,0.06,,0,0.0,0,Adrián Parra,Fortaleza CEIF
0.5,0.2,0.0,5.29,51.47,0.3,25.0,2.77,0.25,72.99,5.59,48.68,90,1.86,0.35,2.06,1.11,0,0,0,0.71,0.1,0,0,0,0,13.25,0.4,25.18,2.72,1.51,41.1,2.32,67.65,0.35,0.0,0.5,0.25,2.17,0.91,0.55,23.26,0.05,0.45,,0,0.0,0,Darwin Quintero,Deportivo Pereira
0.49,0.12,0.0,1.64,49.38,2.92,46.71,0.29,0.12,65.25,4.56,47.64,90,1.23,0.66,0.45,1.07,0,0,0,0.57,0.04,0,0,0,0,5.71,0.16,12.65,1.07,0.21,29.41,0.41,45.45,0.0,1.11,0.08,0.16,4.39,1.56,1.19,11.21,0.08,0.12,,0,0.0,0,Hugo Rodallega,Independiente Santa Fe
0.9,0.0,0.0,2.26,55.56,1.36,33.33,1.36,0.0,71.43,3.62,44.44,90,0.9,0.9,0.45,1.36,0,0,0,0.0,0.0,0,0,0,0,2.71,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,4.97,2.26,1.36,18.18,0.0,0.45,,0,0.0,0,Gonzalo Lencina,Deportivo Pereira
0.55,0.0,0.0,3.64,58.82,1.09,37.5,2.37,0.18,70.37,4.74,52.0,90,0.91,0.73,0.91,1.09,0,0,0,1.09,0.0,0,0,0,0,5.65,0.0,13.85,1.09,0.0,0.0,0.55,60.0,0.0,0.36,0.36,0.18,2.0,1.64,0.0,27.27,0.0,1.09,,0,0.0,0,Luis Sandoval,Deportivo Cali
0.54,0.21,0.0,2.35,57.89,2.78,52.0,0.64,0.0,72.5,5.14,54.55,90,1.28,0.86,0.32,1.07,0,0,0,1.28,0.11,0,0,0,0,4.71,0.11,12.41,0.75,0.0,0.0,0.21,40.0,0.0,0.54,0.11,0.32,3.1,0.86,0.64,17.24,0.32,1.18,,0,0.0,0,Andrés Rentería,Alianza Valledupar FC
0.13,0.2,0.0,3.09,40.71,0.34,27.78,0.6,0.34,75.08,3.43,38.93,90,1.81,0.74,1.08,1.28,0,0,0,0.74,0.27,0,0,0,0,10.96,0.2,30.58,2.82,2.08,28.97,1.81,56.25,0.4,0.07,1.14,0.0,1.61,0.67,0.47,8.33,0.07,0.34,,0,0.0,0,Fredy Salazar,Rionegro Águilas Doradas
0.51,0.09,0.0,2.99,45.45,1.88,38.6,0.43,0.09,69.16,4.87,42.54,90,1.37,0.85,1.71,1.37,0,0,0,0.68,0.17,0,0,0,0,5.55,0.26,12.64,0.94,0.0,0.0,0.6,70.0,0.09,0.43,0.68,0.34,2.99,1.28,0.51,17.14,0.0,0.26,,0,0.0,0,Rodrigo Holgado,América de Cali
0.7,0.0,0.0,2.57,42.31,1.17,35.71,0.47,0.0,76.32,3.74,40.0,90,1.4,1.87,0.7,1.17,0,0,0,0.7,0.0,0,0,0,0,5.38,0.0,13.56,0.94,0.0,0.0,0.0,0.0,0.0,1.4,0.94,0.23,2.1,1.4,0.23,33.33,0.0,0.23,,0,0.0,0,Fredy Montero,Deportivo Cali
0.65,0.16,0.0,0.81,34.88,0.76,38.89,0.16,0.11,76.63,1.57,36.71,90,0.38,0.38,0.71,1.19,0,0,0,0.65,0.11,0,0,0,0,4.39,0.16,10.85,0.92,0.0,0.0,0.49,56.25,0.16,0.49,0.22,0.6,2.98,1.63,0.43,21.82,0.05,0.92,,0,0.0,0,Carlos Bacca,Junior Barranquilla
0.19,0.37,0.0,5.66,54.46,1.02,39.29,1.3,0.28,74.19,6.68,51.43,90,3.15,2.04,0.93,1.67,0,0,0,0.74,0.28,0,0,0,0,7.42,0.37,21.34,2.04,1.11,20.0,1.21,61.9,0.19,0.37,1.02,0.0,2.41,0.74,0.65,7.69,0.19,0.09,,0,0.0,0,Jhon Vásquez,Independiente Medellín
0.2,0.2,0.0,5.77,60.82,0.78,44.44,2.54,0.1,84.9,6.55,58.26,90,2.93,0.59,1.66,1.27,0,0,0,1.86,0.1,0,0,0,0,12.31,0.0,29.12,0.88,0.59,22.22,1.37,56.0,0.1,0.88,0.1,0.0,1.56,0.29,0.59,12.5,0.0,0.2,,0,0.0,0,Geimer Balanta,Boyacá Chicó FC
0.28,0.21,0.0,3.69,52.0,0.64,31.03,1.14,0.14,86.36,4.33,47.29,90,1.63,0.92,1.21,1.28,0,0,0,0.99,0.0,0,0,0,0,10.51,0.14,34.17,1.21,0.78,29.73,1.7,75.0,0.5,0.36,0.5,0.07,1.21,0.43,0.5,23.53,0.0,0.0,,0,0.0,0,Andrés Ibargüen,Deportivo Pereira
0.0,0.33,0.0,2.8,60.71,6.43,50.65,0.16,0.33,56.25,9.23,53.33,90,1.48,0.82,0.66,1.32,0,0,0,0.82,0.33,0,0,0,0,3.13,0.0,10.38,0.49,0.16,50.0,0.66,44.44,0.16,0.99,0.49,0.0,2.31,0.33,0.33,0.0,0.16,0.66,,0,0.0,0,Jorge Ramos,Rionegro Águilas Doradas
0.25,0.12,0.0,1.84,45.45,1.78,50.88,0.55,0.06,72.24,3.62,47.97,90,0.61,0.92,0.86,1.11,0,0,0,0.98,0.12,0,0,0,0,6.51,0.12,21.75,1.11,0.37,18.18,1.29,58.33,0.25,0.98,0.18,0.18,1.41,0.74,0.31,17.39,0.0,0.61,,0,0.0,0,Kevin Londoño,Deportivo Pasto
0.45,0.0,0.0,1.12,47.37,0.29,20.0,0.21,0.08,70.96,1.41,36.96,90,0.66,0.29,0.29,1.03,0,0,0,0.79,0.04,0,0,0,0,5.25,0.17,13.44,0.79,0.12,15.0,0.79,52.78,0.21,0.0,0.33,0.45,3.27,1.16,0.79,13.92,0.12,1.24,,0,0.0,0,Dayro Moreno,Once Caldas
0.46,0.15,0.0,3.1,37.04,2.17,53.85,0.93,0.0,65.85,5.27,42.5,90,1.7,2.94,1.08,1.55,0,0,0,1.39,0.15,0,0,0,0,3.56,0.0,8.36,0.0,0.0,0.0,0.0,0.0,0.15,0.93,0.31,0.15,4.49,1.55,0.93,10.34,0.15,0.62,,0,0.0,0,Jaime Peralta,Independiente Medellín
0.17,0.0,0.0,2.2,44.83,3.56,63.64,0.85,0.0,66.09,5.76,54.84,90,0.51,0.85,1.02,1.86,0,0,0,0.85,0.0,0,0,0,0,6.61,0.17,12.88,1.69,0.34,100.0,0.17,25.0,0.34,1.19,0.51,0.34,4.75,1.69,1.02,3.57,0.0,0.68,,0,0.0,0,Adrián Ramos,América de Cali
